"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2019-3726-8/07/2020","01",0,"SA","Station Wagon","2017","West","Female","044","SA","C ","Full","Not Towing","Straight Ahead","002","5108",,
"2019-3726-8/07/2020","02",0,"SA","Motor Cars - Sedan","2006","West","Male","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5125",,
"2019-3727-8/07/2020","01",0,"SA","Station Wagon","2009","West","Female","062","SA","C ","Full","Not Towing","Straight Ahead","001","5044",,
"2019-3727-8/07/2020","02",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2019-3728-8/07/2020","01",1,"SA","Motor Cycle","2005","North West","Male","032","SA","HR","Unlicenced","Not Towing","Straight Ahead","001","5116",,
"2019-3728-8/07/2020","02",0,"SA","Motor Cars - Sedan","2014","South East","Male","047","SA","MR","Full","Not Towing","Right Turn","001","5211",,
"2019-3729-8/07/2020","01",0,,"Pedal Cycle",,"West","Male","071",,,,,"Straight Ahead","001","5041",,
"2019-3729-8/07/2020","02",0,"SA","Motor Cars - Sedan","1999","West","Male","065","SA","C ","Full","Not Towing","Parked","001","5035",,
"2019-3730-8/07/2020","01",0,"SA","Station Wagon","2014","North","Male","043","SA","C ","Full","Not Towing","Straight Ahead","001","5126",,
"2019-3730-8/07/2020","02",0,"SA","SEMI TRAILER","2007","North","Male","065","SA","MCR ","Full","Not Towing","Swerving","001","5125",,
"2019-3731-8/07/2020","01",0,"SA","RIGID TRUCK LGE GE 4.5T","1999","West","Male","057","SA","C ","Unlicenced","Not Towing","Reversing","001","5108",,
"2019-3731-8/07/2020","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2019-3732-8/07/2020","01",1,"SA","Motor Cars - Sedan","2018","North East","Female","041","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5212",,
"2019-3732-8/07/2020","02",1,"SA","Motor Cars - Sedan","2007","North East","Female","069","SA","C ","Full","Not Towing","Straight Ahead","001","5223",,
"2019-3732-8/07/2020","03",0,"SA","Motor Cars - Sedan","2017","North East","Male","033",,"C ","Full","Not Towing","Straight Ahead","002","XXXX",,
"2019-3732-8/07/2020","04",1,"SA","Utility","2017","North East","Female","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5153",,
"2019-3733-8/07/2020","01",0,"SA","Motor Cars - Sedan","2001","North West","Male","028","SA","HRR ","Full","Not Towing","Straight Ahead","001","5290",,
"2019-3733-8/07/2020","02",0,"SA","Motor Cars - Sedan","2004","North East","Female","021","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5290",,
"2019-3734-8/07/2020","01",0,"SA","Motor Cars - Sedan","2017","South East","Male","036","SA","C ","Full","Not Towing","Straight Ahead","001","5041",,
"2019-3734-8/07/2020","02",0,"SA","Motor Cars - Sedan","2001","South East","Female","049","SA","C ","Full","Not Towing","Swerving","002","5114",,
"2019-3735-8/07/2020","01",0,"SA","Utility","2005","South","Male","026","SA","C ","Full","Not Towing","Right Turn","001","5235",,
"2019-3735-8/07/2020","02",1,"SA","Motor Cars - Sedan","2008","North","Female","035","SA","C ","Full","Not Towing","Straight Ahead","004","5400",,
"2019-3736-8/07/2020","01",0,"SA","Station Wagon","2009","South East","Female","060","SA","C ","Full","Not Towing","Right Turn","001","5360",,
"2019-3736-8/07/2020","02",0,"SA","Motor Cars - Sedan","2004","North West","Female","021","SA","C ","Full","Not Towing","Straight Ahead","001","5109",,
"2019-3737-8/07/2020","01",0,"SA","Station Wagon","2006","East","Female","078","SA","C ","Full","Not Towing","U Turn","003","5680",,
"2019-3737-8/07/2020","02",0,"SA","Motor Cars - Sedan","2005","East","Female","076","SA","C ","Full","Not Towing","Straight Ahead","002","5162",,
"2019-3738-8/07/2020","01",0,"SA","Motor Cycle","2016","North","Male","045","SA","MRR ","Full","Not Towing","Straight Ahead","001","5011","Y",
"2019-3739-8/07/2020","01",1,,"Pedestrian on Road",,"South West","Female","043",,,,,"Crossing without Control",,"5242",,
"2019-3739-8/07/2020","02",0,"SA","Motor Cars - Sedan","2006","South East","Female","042","SA","C ","Full","Not Towing","UnParking - Parallel","001","5064",,
"2019-3740-8/07/2020","01",1,"SA","Station Wagon","2003","North East","Female","030","SA","C ","Full","Not Towing","Straight Ahead","001","5223","Y",
"2019-3741-8/07/2020","01",0,"SA","Motor Cycle","2002","South West","Male","065","SA","C R ","Full","Not Towing","Left Turn","001","5044",,
"2019-3741-8/07/2020","02",0,"VIC","Motor Cars - Sedan","2005","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Left Turn","001","XXXX",,
"2019-3742-8/07/2020","01",0,"SA","Motor Cars - Sedan","1994","North West","Male","025","SA","C ","Full","Not Towing","Straight Ahead","001","5007",,
"2019-3742-8/07/2020","02",0,"SA","Motor Cars - Sedan","2017","South West","Female","070","SA","C ","Full","Not Towing","Entering Private Driveway","001","5081",,
"2019-3743-8/07/2020","01",0,"SA","OMNIBUS","2005","North","Male","058","SA","HR","Full","Not Towing","Straight Ahead","001","5158",,
"2019-3743-8/07/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-3744-8/07/2020","01",0,"WA","Motor Cars - Sedan","1994","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","002","XXXX",,
"2019-3744-8/07/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-3744-8/07/2020","03",0,,"Tree",,,,,,,,,,,,,
"2019-3745-8/07/2020","01",0,"SA","Station Wagon","2018","West","Male","044","SA","C ","Full","Not Towing","Straight Ahead","002","5046",,
"2019-3745-8/07/2020","02",0,"SA","Station Wagon","2012","West",,,,,,"Unknown","Parked","000",,,
"2019-3745-8/07/2020","03",0,"SA","Motor Cars - Sedan","2016","West",,,,,,"Unknown","Parked","000",,,
"2019-3746-8/07/2020","01",0,"SA","Utility","2000","North West","Male","070","SA","C ","Full","Not Towing","Straight Ahead","001","5088",,
"2019-3746-8/07/2020","02",0,"SA","Motor Cars - Sedan","2010","North East","Female","071","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5098",,
"2019-3747-8/07/2020","01",0,"SA","SEMI TRAILER","2017","North","Male","030","SA","C ","Unlicenced","Not Towing","Straight Ahead","001","5107",,
"2019-3747-8/07/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Swerving","001","XXXX",,
"2019-3748-8/07/2020","01",0,"SA","SEMI TRAILER","2014","South","Male","051","SA","HCR ","Full","Not Towing","Swerving","001","5062",,
"2019-3748-8/07/2020","02",0,"SA","Motor Cars - Sedan","2005","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-3749-8/07/2020","01",0,"SA","Motor Cars - Sedan","2003","North","Male","045","SA","C R ","Full","Not Towing","Parked","001","5070",,
"2019-3749-8/07/2020","02",1,,"Pedal Cycle",,"North","Male","061",,,,,"Straight Ahead","001","5000",,
"2019-3750-8/07/2020","01",1,"SA","Station Wagon","2013","South West","Male","029","SA","C ","Full","Not Towing","Straight Ahead","001","5092",,
"2019-3750-8/07/2020","02",0,"SA","Station Wagon","2004","North West","Female","027","SA","C ","Full","Not Towing","Right Turn","001","5076",,
"2019-3751-8/07/2020","01",1,"SA","Motor Cars - Sedan","2015","North","Female","030","SA","C ","Full","Not Towing","Straight Ahead","001","5108",,
"2019-3751-8/07/2020","02",0,"SA","Motor Cars - Sedan","1996","North","Female","028","SA","C ","Provisional 2","Not Towing","Stopped on Carriageway","001","5108",,
"2019-3751-8/07/2020","03",1,"SA","Panel Van","2001","North","Male","031","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5011",,
"2019-3751-8/07/2020","04",0,"SA","Motor Cars - Sedan","2000","North","Male","029","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5095",,
"2019-3751-8/07/2020","05",0,"SA","Station Wagon","2018","North","Female","021","SA","C ","Provisional 2","Not Towing","Stopped on Carriageway","001","5161",,
"2019-3752-8/07/2020","01",0,"SA","Motor Cars - Sedan","2001","South","Unknown","XXX","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5114",,
"2019-3752-8/07/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-3753-8/07/2020","01",0,"SA","Motor Cars - Sedan","2018","South","Female","021","SA","C ","Full","Not Towing","U Turn","002","XXXX",,
"2019-3753-8/07/2020","02",0,"SA","Motor Cycle","2016","South","Male","018","SA","MCR ","Provisional 2","Not Towing","Straight Ahead","001","5126",,
"2019-3754-8/07/2020","01",1,"SA","Motor Cars - Sedan","2001","North East","Male","021","SA","C ","Provisional 2","Not Towing","Right Turn","001","5251",,
"2019-3754-8/07/2020","02",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2019-3755-8/07/2020","01",1,"VIC","Station Wagon","2004","South","Female","050","VIC","C R ","Full","Not Towing","Straight Ahead","001","3196",,
"2019-3755-8/07/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-3756-8/07/2020","01",0,"SA","Motor Cars - Sedan","2002","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2019-3756-8/07/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-3757-8/07/2020","01",0,"NSW","Utility","2015","North West","Male","076","NSW","C ","Full","Not Towing","Straight Ahead","001","2880",,
"2019-3757-8/07/2020","02",0,,"Tree",,,,,,,,,,,,,
"2019-3758-8/07/2020","01",0,"SA","Station Wagon","2008","North East","Male","036","SA","C ","Full","Not Towing","Straight Ahead","001","5575",,
"2019-3758-8/07/2020","02",0,"SA","Motor Cars - Sedan","2007","North West","Female","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5575",,
"2019-3759-8/07/2020","01",0,"SA","Motor Cars - Sedan","2009","West","Male","029","SA","C ","Full","Not Towing","Straight Ahead","001","5032",,
"2019-3759-8/07/2020","02",0,"SA","SEMI TRAILER","2003","West","Male","049",,"MCR ","Full","Trailer","Straight Ahead","001","5127",,
"2019-3760-8/07/2020","01",0,"SA","Motor Cars - Sedan","1997","West","Female","036","SA","C ","Full","Not Towing","Straight Ahead","002","5087",,
"2019-3760-8/07/2020","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2003","West","Male","022","SA","MR","Provisional 2","Not Towing","Swerving","001","5163",,
"2019-3761-8/07/2020","01",1,"SA","Station Wagon","2005","South East","Female","027","SA","C ","Full","Not Towing","Stopped on Carriageway","005","5110",,
"2019-3761-8/07/2020","02",0,"SA","Station Wagon","2008","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-3761-8/07/2020","03",0,"SA","Motor Cars - Sedan","2008","South East","Male","051","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5109",,
"2019-3762-8/07/2020","01",0,"SA","Station Wagon","2009","East","Female","029","SA","C ","Full","Not Towing","Straight Ahead","003","5112",,
"2019-3762-8/07/2020","02",0,"SA","Taxi Cab","2018","East","Male","037","SA","HRR ","Full","Not Towing","Stopped on Carriageway","002","5114",,
"2019-3762-8/07/2020","03",0,"SA","Station Wagon","2016","East","Male","057","SA","C R ","Full","Not Towing","Stopped on Carriageway","001","5112",,
"2019-3763-8/07/2020","01",0,"SA","Station Wagon","2017","South","Female","063","SA","C ","Full","Not Towing","Swerving","001","5048",,
"2019-3763-8/07/2020","02",0,"SA","Motor Cars - Sedan","1994","South","Male","027",,"C ","Full","Not Towing","Straight Ahead","001","5093",,
"2019-3764-8/07/2020","01",0,"SA","Utility","2010","North",,,,,,"Not Towing","Straight Ahead","000",,,
"2019-3764-8/07/2020","02",0,,"Tree",,,,,,,,,,,,,
"2019-3765-8/07/2020","01",0,"SA","Motor Cars - Sedan","2016","South","Female","066","SA","C ","Full","Not Towing","Stopped on Carriageway","003","5038",,
"2019-3765-8/07/2020","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2013","South","Male","038","SA","HCR ","Full","Not Towing","Straight Ahead","001","5108",,
"2019-3766-8/07/2020","01",0,"VIC","Station Wagon","2001","North East","Female","026","VIC","C ","Provisional 2","Not Towing","Stopped on Carriageway","002","3187",,
"2019-3766-8/07/2020","02",0,"SA","SEMI TRAILER","2017","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-3767-8/07/2020","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2013","South West","Male","058","SA","MCR ","Full","Trailer","Stopped on Carriageway","001","5201",,
"2019-3767-8/07/2020","02",1,"SA","Motor Cars - Sedan","2003","South West","Male","035","SA","C ","Full","Trailer","Straight Ahead","001","5173",,
"2019-3768-8/07/2020","01",0,"SA","Motor Cars - Sedan","2003","South West","Female","020","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5352",,
"2019-3768-8/07/2020","02",0,"SA","Motor Cars - Sedan","2013","South West","Unknown","XXX","SA","C ","Full","Not Towing","Straight Ahead","002","5355",,
"2019-3769-8/07/2020","01",0,"SA","Station Wagon","2017","South East","Female","036","SA","C ","Full","Not Towing","Straight Ahead","001","5016",,
"2019-3769-8/07/2020","02",1,"SA","Motor Cars - Sedan","2012","South East","Female","050","SA","C ","Full","Not Towing","U Turn","001","5118",,
"2019-3770-8/07/2020","01",1,"SA","Motor Cars - Sedan","1998","South","Female","069","SA","C ","Full","Not Towing","Straight Ahead","001","5089",,
"2019-3770-8/07/2020","02",0,"SA","Motor Cars - Sedan","2011","South","Female","044","SA","C ","Full","Not Towing","Straight Ahead","003","5074",,
"2019-3770-8/07/2020","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-3771-8/07/2020","01",2,"SA","Motor Cars - Sedan","1997","North","Female","062","SA","C ","Full","Not Towing","Straight Ahead","002","5211",,
"2019-3771-8/07/2020","02",0,,"Tree",,,,,,,,,,,,,
"2019-3772-8/07/2020","01",0,"SA","Motor Cars - Sedan","2011","North","Female","037","SA","C ","Full","Not Towing","Right Turn","001","5575",,
"2019-3772-8/07/2020","02",1,,"Pedal Cycle",,"South","Male","069",,,,,"Straight Ahead","001","5018",,
"2019-3773-8/07/2020","01",1,,"Pedal Cycle",,"South East","Male","070",,,,,"Straight Ahead","001","5022",,
"2019-3773-8/07/2020","02",0,"UNKNOWN","Other Defined Special Vehicle","XXXX","South East",,,,,,"Unknown","Parked","000",,,
"2019-3774-8/07/2020","01",0,"SA","Motor Cars - Sedan","1998","North West","Female","018","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5351",,
"2019-3774-8/07/2020","02",0,"SA","Station Wagon","2015","North East","Female","045","SA","C ","Full","Not Towing","Left Turn","004","5065",,
"2019-3775-8/07/2020","01",0,"SA","SEMI TRAILER","2008","South","Male","045","UNKNOWN","XX","Unknown","Trailer","Straight Ahead","001","5084",,
"2019-3775-8/07/2020","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2007","South","Male","058","SA","HRR ","Full","Not Towing","Stopped on Carriageway","001","5118",,
"2019-3776-8/07/2020","01",0,"SA","Motor Cars - Sedan","2013","South","Male","051","SA","C ","Full","Not Towing","Right Turn","001","5022",,
"2019-3776-8/07/2020","02",1,"SA","Motor Cycle","2011","East","Male","048","SA","RD","Learners","Not Towing","Straight Ahead","001","5259",,
"2019-3777-8/07/2020","01",0,"SA","Motor Cars - Sedan","2008","East","Female","040","SA","C ","Full","Not Towing","Stopped on Carriageway","002","XXXX",,
"2019-3777-8/07/2020","02",0,"SA","OMNIBUS","2017","East","Male","040","SA","HR","Full","Not Towing","Right Turn","005","5023",,
"2019-3778-8/07/2020","01",1,,"Pedestrian on Road",,"North West","Female","069",,,,,"Crossing without Control",,"5087",,
"2019-3778-8/07/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-3778-8/07/2020","03",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-3779-8/07/2020","01",0,"SA","Motor Cars - Sedan","2014","South","Female","039","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5108",,
"2019-3779-8/07/2020","02",0,"UNKNOWN","Motor Cycle","XXXX","South","Unknown","XXX","UNKNOWN","R ","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-3780-8/07/2020","01",0,"SA","Station Wagon","2009","North East","Male","048","SA","C ","Full","Not Towing","Straight Ahead","001","5114",,
"2019-3780-8/07/2020","02",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2019-3781-8/07/2020","01",0,"SA","Motor Cars - Sedan","2005","West","Male","018","SA","C ","Full","Not Towing","Straight Ahead","002","5092",,
"2019-3781-8/07/2020","02",0,"SA","Motor Cars - Sedan","2001","West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Stopped on Carriageway","002","5043",,
"2019-3781-8/07/2020","03",0,"SA","Motor Cars - Sedan","2011","West","Female","022","SA","C ","Full","Not Towing","Straight Ahead","001","5068",,
"2019-3781-8/07/2020","04",0,"SA","Motor Cars - Sedan","2018","West","Male","041","SA","C ","Full","Not Towing","Straight Ahead","001","5157",,
"2019-3782-8/07/2020","01",0,"SA","Motor Cars - Sedan","1993","South West","Male","018","SA","C ","Provisional 2","Not Towing","Stopped on Carriageway","001","5333",,
"2019-3782-8/07/2020","02",1,"SA","Station Wagon","2014","South West","Female","031","SA","C ","Full","Not Towing","Straight Ahead","001","5333",,
"2019-3783-8/07/2020","01",1,"SA","Station Wagon","1999","South East","Male","049","SA","HRR ","Full","Not Towing","Right Turn","001","5109",,
"2019-3783-8/07/2020","02",1,"SA","Panel Van","2004","North East","Male","050","SA","C ","Full","Not Towing","Straight Ahead","001","5117",,
"2019-3784-8/07/2020","01",0,,"Pedal Cycle",,"North","Male","044",,,,,"Straight Ahead","001","5043",,
"2019-3784-8/07/2020","02",0,"SA","Motor Cars - Sedan","2015","North","Female","064","SA","C ","Full","Not Towing","Entering Private Driveway","001","5082",,
"2019-3785-8/07/2020","01",0,,"Pedal Cycle",,"East","Male","039",,,,,"Straight Ahead","001","5022",,
"2019-3785-8/07/2020","02",0,"SA","Motor Cars - Sedan","1994","North","Male","085","SA","C ","Full","Not Towing","Right Turn","001","5032",,
"2019-3786-8/07/2020","01",0,"SA","Station Wagon","2002","North East","Male","032","SA","C ","Full","Not Towing","Right Turn","001","5098",,
"2019-3786-8/07/2020","02",0,"SA","Motor Cars - Sedan","2010","South West","Female","030","SA","C ","Full","Not Towing","Straight Ahead","001","5015",,
"2019-3787-8/07/2020","01",0,"SA","Motor Cars - Sedan","2011","South","Male","043","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5083",,
"2019-3787-8/07/2020","02",0,"UNKNOWN","Motor Cycle","XXXX","South","Unknown","XXX","UNKNOWN","R ","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-3788-8/07/2020","01",0,"SA","Station Wagon","2010","North","Female","044","SA","C ","Full","Not Towing","Straight Ahead","001","5024",,
"2019-3788-8/07/2020","02",0,"SA","Motor Cars - Sedan","2010","North","Female","018","SA","C ","Provisional 2","Not Towing","Straight Ahead","002","5031",,
"2019-3788-8/07/2020","03",0,"SA","Utility","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Stopped on Carriageway","001","XXXX",,
"2019-3788-8/07/2020","04",0,"SA","Station Wagon","XXXX","North","Female","018","SA","C ","Provisional 2","Unknown","Stopped on Carriageway","001","5159",,
"2019-3789-8/07/2020","01",0,"SA","Station Wagon","2018","South East","Female","033","SA","C ","Full","Not Towing","Straight Ahead","004","5097",,
"2019-3789-8/07/2020","02",0,"SA","Motor Cars - Sedan","2011","South East","Male","031","SA","C ","Full","Not Towing","Swerving","001","5082",,
"2019-3790-8/07/2020","01",1,"SA","Motor Cars - Sedan","2002","East","Male","046","SA","C ","Probationary","Not Towing","Straight Ahead","001","5164",,
"2019-3790-8/07/2020","02",0,,"Bridge",,,,,,,,,,,,,
"2019-3791-8/07/2020","01",0,"SA","Motor Cars - Sedan","2002","North East","Female","024","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","XXXX",,
"2019-3791-8/07/2020","02",1,"SA","Motor Cars - Sedan","2017","North East","Male","038","SA","HR","Full","Not Towing","Stopped on Carriageway","001","5073",,
"2019-3792-8/07/2020","01",0,"SA","Motor Cars - Sedan","2018","South","Male","030","SA","C ","Full","Not Towing","Straight Ahead","006","5023",,
"2019-3792-8/07/2020","02",0,"SA","Motor Cars - Sedan","2010","West","Male","024","SA","C ","Full","Not Towing","Right Turn","001","5082",,
"2019-3793-8/07/2020","01",0,"SA","Motor Cars - Sedan","2005","East",,,,,,"Not Towing","Parked","000",,,
"2019-3793-8/07/2020","02",0,"SA","Motor Cars - Sedan","2013","East","Male","035","UNKNOWN","XX","Unknown","Not Towing","Swerving","001","5031",,
"2019-3794-8/07/2020","01",0,"SA","Station Wagon","2004","North West","Male","063","SA","C ","Full","Not Towing","Right Turn","001","5112",,
"2019-3794-8/07/2020","02",1,,"Power Asst. Bicycle",,"North East","Male","014",,,,,"Straight Ahead","002","5112",,
"2019-3795-8/07/2020","01",0,"SA","Utility","2004","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2019-3795-8/07/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-3796-8/07/2020","01",0,"SA","Station Wagon","2000","West","Male","067","SA","C ","Full","Not Towing","Right Turn","001","5164",,
"2019-3796-8/07/2020","02",0,"SA","Panel Van","1996","East","Male","047","SA","C ","Full","Not Towing","Straight Ahead","001","5163",,
"2019-3797-8/07/2020","01",0,"SA","Motor Cars - Sedan","2006","South","Female","022","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5162",,
"2019-3797-8/07/2020","02",1,,"Pedestrian on Road",,"East","Female","022",,,,,"Crossing without Control",,"5165",,
"2019-3798-8/07/2020","01",0,"SA","Motor Cars - Sedan","1999","South","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","002","XXXX",,
"2019-3798-8/07/2020","02",0,,"Tree",,,,,,,,,,,,,
"2019-3799-8/07/2020","01",0,"SA","Taxi Cab","2018","South West","Male","056","SA","C ","Full","Not Towing","Straight Ahead","001","5031",,
"2019-3799-8/07/2020","02",1,,"Pedestrian on Road",,"South East","Male","029",,,,,"Walking on Road",,"5031",,
"2019-3800-8/07/2020","01",0,"SA","Utility","2002","North","Male","024","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5014",,
"2019-3800-8/07/2020","02",0,"SA","Motor Cars - Sedan","2015","North","Male","036","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5000",,
"2019-3801-8/07/2020","01",1,"SA","Station Wagon","2002","North East","Male","040","SA","C ","Full","Not Towing","Swerving","001","5162","Y",
"2019-3802-8/07/2020","01",1,"SA","Station Wagon","2015","North East","Male","044","SA","HC","Full","Trailer","Straight Ahead","001","5097",,
"2019-3802-8/07/2020","02",0,"SA","Motor Cars - Sedan","2007","South East","Male","074","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5089",,
"2019-3803-8/07/2020","01",1,,"Pedal Cycle",,"North East","Male","092",,,,,"Straight Ahead","001","5081",,
"2019-3804-8/07/2020","01",2,"VIC","Station Wagon","1995","North West","Female","026","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","002","2026","Y",
"2019-3805-8/07/2020","01",0,"SA","Motor Cars - Sedan","2001","South East","Male","029","SA","C ","Learners","Not Towing","Straight Ahead","002","5108",,
"2019-3805-8/07/2020","02",0,,"Tree",,,,,,,,,,,,,
"2019-3806-8/07/2020","01",0,"SA","Station Wagon","1998","North West","Male","023","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5113",,
"2019-3806-8/07/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2019-3807-8/07/2020","01",1,"SA","BDOUBLE - ROAD TRAIN","2011","South East","Male","035","SA","MC","Full",,"Straight Ahead","001","5074",,"Y"
"2019-3807-8/07/2020","02",1,"SA","BDOUBLE - ROAD TRAIN","2018","North West","Male","031","SA","MC","Full",,"Straight Ahead","001","5710",,
"2019-3808-8/07/2020","01",0,"SA","Motor Cars - Sedan","2010","West","Female","051","SA","C ","Full","Not Towing","Right Turn","002","5070",,
"2019-3808-8/07/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2019-3809-8/07/2020","01",0,"SA","Station Wagon","2003","North East","Female","026","SA","C ","Full","Not Towing","Swerving","001","5341",,
"2019-3809-8/07/2020","02",0,,"Tree",,,,,,,,,,,,,
"2019-3810-8/07/2020","01",0,"SA","Motor Cars - Sedan","2003","West","Male","055","SA","HRR ","Full","Not Towing","Left Turn","001","5013",,
"2019-3810-8/07/2020","02",0,,"Pedestrian on Road",,"North","Unknown","XXX",,,,,"Crossing without Control",,"XXXX",,
"2019-3811-8/07/2020","01",0,"SA","Taxi Cab","2012","South West","Male","029","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5095",,
"2019-3811-8/07/2020","02",0,"SA","Motor Cars - Sedan","2008","South West","Male","051","SA","C ","Full","Not Towing","Straight Ahead","001","5107",,
"2019-3812-8/07/2020","01",1,"SA","Scooter","2014","South","Male","024","SA","C RD","Full","Not Towing","Straight Ahead","001","5169",,
"2019-3812-8/07/2020","02",0,"SA","Motor Cars - Sedan","2003","South","Male","042","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5165",,
"2019-3813-8/07/2020","01",1,"SA","Motor Cars - Sedan","2011","West","Female","023","SA","C ","Full","Not Towing","Right Turn","002","5576",,
"2019-3813-8/07/2020","02",1,"SA","Utility","2013","North","Female","049","SA","C ","Full","Not Towing","Straight Ahead","001","5422",,
"2019-3814-8/07/2020","01",0,"SA","Motor Cars - Sedan","2005","South","Male","031","SA","C ","Full","Not Towing","Straight Ahead","001","5034",,
"2019-3814-8/07/2020","02",0,"SA","Motor Cars - Sedan","2008","East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Leaving Private Driveway","001","XXXX",,
"2019-3815-8/07/2020","01",1,"SA","Motor Cars - Sedan","2005","North East","Female","035","SA","C ","Full","Not Towing","Straight Ahead","001","5092",,
"2019-3815-8/07/2020","02",0,,"Tree",,,,,,,,,,,,,
"2019-3816-8/07/2020","01",0,"VIC","Motor Cars - Sedan","2010","South","Male","072","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","002","XXXX",,
"2019-3816-8/07/2020","02",0,"SA","Station Wagon","2012","West","Female","047","SA","C ","Full","Not Towing","Straight Ahead","002","5162",,
"2019-3817-8/07/2020","01",1,"SA","Motor Cars - Sedan","2011","East","Female","033","SA","C ","Full","Not Towing","Straight Ahead","001","5041",,
"2019-3817-8/07/2020","02",2,"SA","Motor Cars - Sedan","2000","East","Male","028","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5159",,
"2019-3817-8/07/2020","03",0,"SA","Motor Cars - Sedan","2002","East","Female","055","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5043",,
"2019-3818-8/07/2020","01",0,"SA","Motor Cars - Tourer","2004","South","Male","023","SA","C ","Provisional 1 ","Not Towing","Swerving","001","5074",,
