"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2018-84-17/01/2020","01",0,"SA","Station Wagon","2008","South","Male","067","SA","C R ","Full","Not Towing","Stopped on Carriageway","001","5125",,
"2018-84-17/01/2020","02",0,"SA","Motor Cars - Sedan","2010","South","Female","027","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5087",,
"2018-85-17/01/2020","01",1,"SA","Motor Cars - Sedan","2011","South","Male","085","SA","C ","Full","Not Towing","Entering Private Driveway","001","5173",,
"2018-85-17/01/2020","02",1,,"Pedestrian on Footpath/Carpark",,"South","Female","014",,,,,"Walking on Footpath",,"XXXX",,
"2018-85-17/01/2020","03",1,,"Pedestrian on Footpath/Carpark",,"North","Male","051",,,,,"Walking on Footpath",,"XXXX",,
"2018-85-17/01/2020","04",1,,"Pedestrian on Footpath/Carpark",,"South","Female","062",,,,,"Walking on Footpath",,"XXXX",,
"2018-86-17/01/2020","01",0,"SA","Motor Vehicle - Type Unknown","2008","South","Male","021","SA","C ","Full","Not Towing","Swerving","001","5112",,
"2018-86-17/01/2020","02",0,,"Tree",,,,,,,,,,,,,
"2018-87-17/01/2020","01",0,"SA","Station Wagon","2000","North","Male","074","SA","C R ","Full","Trailer","Swerving","002","5461",,
"2018-87-17/01/2020","02",1,"SA","Motor Cars - Sedan","2002","North","Male","031","SA","C ","Full","Not Towing","Straight Ahead","002","5114",,
"2018-88-17/01/2020","01",0,"SA","Motor Cars - Sedan","2008","North","Female","022","SA","C ","Full","Not Towing","Left Turn","003","5012",,
"2018-88-17/01/2020","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2008","North","Male","067","SA","HR","Full","Not Towing","Left Turn","001","5024",,
"2018-88-17/01/2020","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-89-17/01/2020","01",0,"SA","Station Wagon","2008","East","Male","044","SA","C ","Full","Not Towing","Right Turn","004","5085",,
"2018-89-17/01/2020","02",0,"SA","Motor Cars - Sedan","2003","North West","Female","056","SA","C ","Full","Not Towing","Straight Ahead","001","5204",,
"2018-90-17/01/2020","01",0,"SA","Motor Cars - Sedan","2000","North East",,,,,,"Not Towing","Straight Ahead","000",,,
"2018-90-17/01/2020","02",0,"SA","Station Wagon","2011","North West","Female","032","SA","C ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2018-91-17/01/2020","01",0,"SA","Motor Cars - Sedan","2001","South","Female","022","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5159",,
"2018-91-17/01/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
