"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2018-3564-17/01/2020","01",1,"SA","Motor Cars - Sedan","1998","South West","Female","020","SA","C ","Full","Not Towing","Straight Ahead","001","5109",,
"2018-3564-17/01/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-3565-17/01/2020","01",0,"SA","Motor Cars - Sedan","2011","South West","Female","025","SA","C ","Full","Not Towing","Straight Ahead","001","5164",,
"2018-3565-17/01/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South West","Male","XXX","UNKNOWN","XX","Unknown","Unknown","Swerving","001","XXXX",,
"2018-3565-17/01/2020","03",0,"SA","Station Wagon","2016","South West","Male","065","SA","C ","Full","Not Towing","Straight Ahead","001","5090",,
"2018-3566-17/01/2020","01",0,"SA","Station Wagon","2004","West","Female","050","SA","C ","Full","Not Towing","Right Turn","001","5075",,
"2018-3566-17/01/2020","02",0,"SA","Motor Cars - Sedan","2005","South","Male","023","SA","C ","Full","Not Towing","Straight Ahead","002","5073",,
"2018-3567-17/01/2020","01",0,"SA","Motor Cars - Sedan","2013","East","Female","039","SA","C ","Full","Not Towing","Straight Ahead","001","5044",,
"2018-3567-17/01/2020","02",0,"SA","Taxi Cab","2015","East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","UnParking - Parallel","001","XXXX",,
"2018-3568-17/01/2020","01",0,,"Pedal Cycle",,"North","Male","041",,,,,"Swerving","001","5061","Y",
"2018-3569-17/01/2020","01",0,"SA","Utility","2017","North West","Male","039","SA","C R ","Full","Not Towing","Straight Ahead","001","5152",,
"2018-3569-17/01/2020","02",0,"SA","Motor Cars - Sedan","2005","East","Female","037","SA","C ","Full","Not Towing","Right Turn","001","5000",,
"2018-3570-17/01/2020","01",0,"SA","Motor Cars - Sedan","2011","South","Female","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5088",,
"2018-3570-17/01/2020","02",0,"SA","Motor Cars - Sedan","2003","South","Female","057","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5096",,
"2018-3571-17/01/2020","01",0,"SA","Motor Cars - Sedan","2005","North West","Male","086","SA","C ","Full","Not Towing","Straight Ahead","001","5108",,
"2018-3571-17/01/2020","02",0,"SA","Motor Cars - Sedan","2000","North West","Female","072","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5501",,
"2018-3572-17/01/2020","01",1,"SA","Motor Cycle","2013","North West","Male","017","SA","C RD","Provisional 1 ","Not Towing","Straight Ahead","001","5025",,
"2018-3572-17/01/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Trailer","Swerving","001","XXXX",,
"2018-3573-17/01/2020","01",0,"SA","Utility","2015","North East","Male","032","SA","C ","Full","Not Towing","Right Turn","001","5023",,
"2018-3573-17/01/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-3574-17/01/2020","01",0,"WA","SEMI TRAILER","2010","North East","Male","067","SA","MCR ","Full","Trailer","Straight Ahead","001","5700",,
"2018-3574-17/01/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-3575-17/01/2020","01",0,"SA","Motor Cars - Sedan","2011","South East","Male","027","SA","C ","Full","Not Towing","Right Turn","001","5096",,
"2018-3575-17/01/2020","02",1,"SA","Motor Cars - Sedan","2011","North East","Female","053","SA","C ","Full","Not Towing","Straight Ahead","001","5109",,
"2018-3576-17/01/2020","01",0,"SA","Station Wagon","2013","West","Female","042","SA","C ","Full","Not Towing","Straight Ahead","001","5159",,
"2018-3576-17/01/2020","02",0,"SA","Utility","2010","West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-3577-17/01/2020","01",0,"SA","Panel Van","2016","North","Male","056","SA","C ","Full","Not Towing","U Turn","001","5084",,
"2018-3577-17/01/2020","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2009","South","Male","028","SA","HC","Full","Not Towing","Straight Ahead","001","5009",,
"2018-3578-17/01/2020","01",0,"SA","Station Wagon","2017","South","Male","035","SA","C ","Full","Not Towing","Entering Private Driveway","001","5158",,
"2018-3578-17/01/2020","02",0,"SA","Motor Cars - Sedan","2007","South","Female","046","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5158",,
"2018-3579-17/01/2020","01",0,"SA","Motor Cars - Sedan","2002","South West","Male","026","SA","C ","Full","Not Towing","Parking - Parallel","001","5064",,
"2018-3579-17/01/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-3580-17/01/2020","01",0,"SA","Motor Cars - Sedan","2011","South West","Female","060","SA","C ","Full","Not Towing","Straight Ahead","001","5096",,
"2018-3580-17/01/2020","02",0,"SA","SEMI TRAILER","2008","South West","Male","063","SA","MCR ","Full","Trailer","Swerving","001","5244",,
"2018-3581-17/01/2020","01",0,"SA","Motor Cycle","1999","East",,,,,,"Not Towing","Parked","000",,,
"2018-3581-17/01/2020","02",0,"SA","Other Defined Special Vehicle","2008","South","Male","041","SA","HR","Full","Not Towing","U Turn","001","5096",,
"2018-3582-17/01/2020","01",0,"SA","Other Defined Special Vehicle","2016","North","Male","045","SA","HR","Full","Not Towing","Straight Ahead","001","5098",,
"2018-3582-17/01/2020","02",0,"SA","Motor Cars - Sedan","2008","West","Male","066","SA","C ","Full","Not Towing","Right Turn","001","XXXX",,
"2018-3583-17/01/2020","01",0,"SA","Station Wagon","2011","North East","Female","033","SA","C ","Full","Not Towing","Straight Ahead","004","5255",,
"2018-3583-17/01/2020","02",1,,"Pedal Cycle",,"West","Male","007",,,,,"Straight Ahead","001","5255",,
"2018-3584-17/01/2020","01",0,"SA","Motor Cars - Sedan","2010","East","Female","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5152",,
"2018-3584-17/01/2020","02",0,"SA","Station Wagon","2012","South West","Female","048","SA","C ","Full","Not Towing","Left Turn","002","5066",,
"2018-3585-17/01/2020","01",0,"SA","Motor Cars - Sedan","1998","South West","Female","018","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5214",,
"2018-3585-17/01/2020","02",0,"SA","Motor Cars - Sedan","2005","South West","Male","057","SA","C ","Full","Not Towing","Straight Ahead","001","5173",,
"2018-3586-17/01/2020","01",0,"SA","Station Wagon","2007","North East","Female","065","SA","C ","Full","Not Towing","Left Turn","001","5607",,
"2018-3586-17/01/2020","02",1,,"Pedal Cycle",,"South West","Male","015",,,,,"Straight Ahead","001","5606",,
"2018-3587-17/01/2020","01",0,"SA","Motor Cars - Sedan","2001","South West","Male","019","SA","C ","Provisional 2","Not Towing","Unparking -Angle","002","5107",,
"2018-3587-17/01/2020","02",1,"SA","Motor Cars - Sedan","2001","South East","Male","029","SA","C ","Full","Not Towing","Straight Ahead","001","5113",,
"2018-3588-17/01/2020","01",0,"SA","Motor Cars - Sedan","2002","South West","Female","064","SA","C ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2018-3588-17/01/2020","02",0,"SA","Motor Cars - Sedan","2007","South West","Female","038","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5076",,
"2018-3589-17/01/2020","01",0,"SA","Motor Cars - Sedan","2017","South","Female","071","SA","C ","Full","Not Towing","Entering Private Driveway","001","5061",,
"2018-3589-17/01/2020","02",0,"SA","Motor Cars - Sedan","2008","East","Female","025","SA","C ","Provisional 1 ","Not Towing","Leaving Private Driveway","001","5068",,
"2018-3589-17/01/2020","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-3590-17/01/2020","01",0,"SA","SEMI TRAILER","2008","North","Male","039","SA","MC","Full","Trailer","Straight Ahead","001","5107",,
"2018-3590-17/01/2020","02",0,"SA","Station Wagon","2014","North","Female","062","SA","C ","Full","Not Towing","Swerving","001","5014",,
"2018-3591-17/01/2020","01",0,"SA","Motor Cars - Sedan","2003","South East","Female","024","SA","C ","Provisional 2","Not Towing","Straight Ahead","004","5355",,
"2018-3591-17/01/2020","02",0,"SA","Station Wagon","2012","North East","Female","030","SA","C R ","Full","Not Towing","Leaving Private Driveway","001","5353",,
"2018-3592-17/01/2020","01",0,"SA","Motor Cars - Sedan","2012","South West","Female","029","SA","C ","Full","Not Towing","Right Turn","002","5093",,
"2018-3592-17/01/2020","02",0,"SA","Motor Cars - Sedan","2002","South East","Male","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5097",,
"2018-3593-17/01/2020","01",1,"SA","Motor Cars - Sedan","2001","North East","Female","024","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5158",,
"2018-3593-17/01/2020","02",0,"SA","Motor Cars - Sedan","2001","North East","Male","082","SA","C ","Full","Not Towing","Straight Ahead","001","5031",,
"2018-3594-17/01/2020","01",1,"SA","Motor Cars - Sedan","2003","South West","Female","028","SA","C ","Full","Not Towing","Straight Ahead","001","5009","Y",
"2018-3595-17/01/2020","01",0,"SA","Station Wagon","2011","North East","Male","018","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5069",,
"2018-3595-17/01/2020","02",0,,"Tree",,,,,,,,,,,,,
"2018-3595-17/01/2020","03",0,,"Stobie Pole",,,,,,,,,,,,,
"2018-3596-17/01/2020","01",0,"SA","Station Wagon","2003","South West","Male","034","SA","C ","Full","Not Towing","Straight Ahead","001","5110",,
"2018-3596-17/01/2020","02",0,"NT","BDOUBLE - ROAD TRAIN","2008","South West","Male","024","NT","MC","Full",,"Straight Ahead","002","5710",,
"2018-3597-17/01/2020","01",0,"SA","Motor Cars - Sedan","2013","North","Female","032","SA","C ","Full","Not Towing","Straight Ahead","001","5095",,
"2018-3597-17/01/2020","02",0,"SA","Motor Cars - Sedan","2007","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Right Turn","001","XXXX",,
"2018-3598-17/01/2020","01",0,"SA","Station Wagon","2007","North East","Female","030","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5014",,
"2018-3598-17/01/2020","02",0,,"Pedal Cycle",,"South East","Male","014",,,,,"Straight Ahead","001","5013",,
"2018-3599-17/01/2020","01",0,"SA","Motor Cars - Sedan","2004","North West","Male","035","SA","C ","Full","Not Towing","Left Turn","001","5046",,
"2018-3599-17/01/2020","02",0,,"Guard Rail",,,,,,,,,,,,,
"2018-3600-17/01/2020","01",0,"SA","Station Wagon","2016","South East","Male","043","SA","C ","Full","Not Towing","Straight Ahead","001","5008",,
"2018-3600-17/01/2020","02",0,"SA","Motor Cars - Sedan","2012","South West","Female","038","SA","C ","Full","Not Towing","Straight Ahead","001","5084",,
"2018-3601-17/01/2020","01",0,"SA","Motor Cars - Sedan","2015","East","Female","025","SA","C ","Full","Not Towing","Left Turn","001","5159",,
"2018-3601-17/01/2020","02",0,,"Motorised Wheelchair/Gopher",,"South","Male","XXX",,,,,"Crossing without Control",,"XXXX",,
"2018-3602-17/01/2020","01",0,"SA","Station Wagon","2015","South","Female","026","SA","C ","Full","Not Towing","Straight Ahead","002","5108",,
"2018-3602-17/01/2020","02",0,"SA","Station Wagon","2004","West","Female","030","SA","C ","Full","Not Towing","Straight Ahead","003","5075",,
"2018-3603-17/01/2020","01",0,"SA","Motor Cars - Sedan","1998","East","Male","022","SA","C ","Full","Not Towing","Straight Ahead","001","5159",,
"2018-3603-17/01/2020","02",0,"VIC","Motor Cars - Sedan","2007","North","Male","075","SA","C R ","Full","Not Towing","Straight Ahead","001","5025",,
"2018-3604-17/01/2020","01",0,"NSW","SEMI TRAILER","2009","South East","Male","030","SA","MC","Full","Trailer","Straight Ahead","001","5431","Y",
"2018-3605-17/01/2020","01",1,"SA","Motor Cycle","2012","North","Male","027","SA","C ","Unlicenced","Not Towing","Left Turn","001","5113",,
"2018-3606-17/01/2020","01",0,"SA","Motor Cars - Sedan","2016","South","Female","029","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5038",,
"2018-3606-17/01/2020","02",0,"VIC","Motor Cars - Sedan","1995","South","Female","024","SA","C ","Full","Not Towing","Straight Ahead","001","5042",,
"2018-3607-17/01/2020","01",0,"SA","Motor Cars - Sedan","2004","South","Female","023","SA","C ","Full","Not Towing","Straight Ahead","002","5081",,
"2018-3607-17/01/2020","02",0,"SA","SEMI TRAILER","2007","South","Male","032","SA","HC","Full","Trailer","Swerving","001","5108",,
"2018-3608-17/01/2020","01",0,"SA","Motor Cars - Sedan","2006","South","Male","040","SA","C ","Full","Not Towing","Leaving Private Driveway","002","5006",,
"2018-3608-17/01/2020","02",1,,"Pedal Cycle",,"West","Female","033",,,,,"Straight Ahead","001","5000",,
"2018-3609-17/01/2020","01",0,"SA","Motor Cars - Sedan","2003","North West","Female","049","SA","C ","Full","Not Towing","Right Turn","001","5034",,
"2018-3609-17/01/2020","02",0,,"Pedestrian on Road",,"South East","Male","007",,,,,"Crossing without Control",,"XXXX",,
"2018-3610-17/01/2020","01",2,"SA","Motor Cars - Sedan","2014","South East","Male","022","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5069",,
"2018-3610-17/01/2020","02",0,"SA","Station Wagon","2001","South East","Male","035","SA","HR","Full","Not Towing","Straight Ahead","001","5062",,
"2018-3611-17/01/2020","01",0,"SA","Motor Cars - Sedan","1997","North West","Female","079","SA","C ","Full","Not Towing","Straight Ahead","001","5051",,
"2018-3611-17/01/2020","02",0,"SA","Motor Cars - Sedan","2003","North West","Male","069","SA","C ","Full","Not Towing","Straight Ahead","001","5051",,
"2018-3611-17/01/2020","03",0,"SA","Station Wagon","2016","North West","Male","063","SA","C ","Full","Not Towing","Straight Ahead","001","5051",,
"2018-3612-17/01/2020","01",0,"SA","Utility","2017","West","Male","048","SA","C ","Full","Not Towing","Right Turn","001","5032",,
"2018-3612-17/01/2020","02",1,,"Pedal Cycle",,"East","Male","052",,,,,"Straight Ahead","001","5022",,
"2018-3613-17/01/2020","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2007","West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Right Turn","002","5154",,
"2018-3613-17/01/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-3614-17/01/2020","01",0,"SA","Utility","2015","North East","Male","053","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5152",,
"2018-3614-17/01/2020","02",1,"SA","Motor Cars - Sedan","1995","North East","Female","031","UNKNOWN","C ","Full","Not Towing","Straight Ahead","001","5108",,
"2018-3615-17/01/2020","01",0,"SA","Motor Cars - Sedan","1990","North East","Female","022","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5113",,
"2018-3615-17/01/2020","02",0,"SA","Motor Cars - Sedan","1995","North West","Female","087","SA","C ","Full","Not Towing","Straight Ahead","003","5112",,
"2018-3616-17/01/2020","01",0,"SA","Motor Cars - Sedan","2016","North East","Male","050","SA","C ","Full","Not Towing","Straight Ahead","001","5021",,
"2018-3616-17/01/2020","02",0,"SA","Motor Cars - Sedan","2015","North East","Female","052","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5045",,
"2018-3617-17/01/2020","01",0,"SA","Station Wagon","2006","South","Male","054","SA","MR","Full","Not Towing","Parking - Angle","001","5062",,
"2018-3617-17/01/2020","02",0,,"Pedal Cycle",,"South","Male","036",,,,,"Straight Ahead","001","5007",,
"2018-3618-17/01/2020","01",0,"SA","Station Wagon","1998","North","Male","041","SA","C ","Full","Not Towing","Straight Ahead","001","5009",,
"2018-3618-17/01/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-3619-17/01/2020","01",1,"SA","Motor Cars - Sedan","1992","South East","Female","022","SA","C ","Full","Not Towing","Swerving","001","5201",,
"2018-3620-17/01/2020","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2016","South West","Male","036","SA","HR","Full","Not Towing","U Turn","001","5166",,
"2018-3620-17/01/2020","02",0,"SA","Motor Cars - Sedan","2012","South West",,,,,,"Not Towing","Parked","000",,,
"2018-3620-17/01/2020","03",0,"SA","Station Wagon","2009","South West",,,,,,"Not Towing","Parked","000",,,
"2018-3621-17/01/2020","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2012","North East","Male","058","SA","C ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2018-3621-17/01/2020","02",0,"SA","Panel Van","2013","North East","Male","042","SA","HC","Full","Not Towing","Straight Ahead","001","5112",,
"2018-3622-17/01/2020","01",0,"SA","SEMI TRAILER","2008","South","Female","055","UNKNOWN","XX","Unknown","Trailer","Straight Ahead","001","5008",,
"2018-3622-17/01/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-3623-17/01/2020","01",0,"SA","Motor Cycle","2000","East","Female","041","SA","C R ","Learners","Not Towing","Straight Ahead","001","5034",,
"2018-3624-17/01/2020","01",1,"SA","Station Wagon","2004","South West","Female","020","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5114","Y",
"2018-3624-17/01/2020","02",0,,"Sign Post",,,,,,,,,,,,,
"2018-3625-17/01/2020","01",0,"SA","Motor Cars - Sedan","2009","North West","Female","050","SA","C ","Full","Not Towing","Straight Ahead","001","5158",,
"2018-3625-17/01/2020","02",0,,"Pedestrian on Road",,"North","Female","018",,,,,"Walking on Road",,"5255",,
"2018-3626-17/01/2020","01",0,"SA","Motor Cars - Sedan","1968","South East","Male","053","SA","HCR ","Full","Not Towing","Straight Ahead","001","5120",,
"2018-3626-17/01/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-3627-17/01/2020","01",0,"SA","Utility","2006","South","Male","062","SA","C R ","Full","Not Towing","Left Turn","001","5049",,
"2018-3627-17/01/2020","02",1,"SA","Motor Cars - Sedan","2003","South","Female","020","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5073",,
"2018-3628-17/01/2020","01",0,"SA","Station Wagon","2012","North","Female","031","SA","C ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2018-3628-17/01/2020","02",0,"SA","Panel Van","2008","North","Male","028","SA","C ","Full","Not Towing","Straight Ahead","001","5074",,
"2018-3629-17/01/2020","01",0,"SA","Motor Cars - Sedan","2007","South","Male","030","SA","C ","Probationary","Not Towing","Straight Ahead","001","5072",,
"2018-3629-17/01/2020","02",0,"SA","Motor Cars - Sedan","2008","East","Female","050","SA","C ","Full","Not Towing","Straight Ahead","002","5098",,
"2018-3630-17/01/2020","01",1,"SA","Motor Cars - Sedan","1998","North East","Female","043","SA","C ","Full","Not Towing","Swerving","001","5098",,
"2018-3630-17/01/2020","02",1,"SA","Motor Cars - Sedan","2010","North East","Female","018","SA","C ","Provisional 1 ","Not Towing","Stopped on Carriageway","001","5127",,
"2018-3630-17/01/2020","03",0,"SA","Panel Van","2006","North East","Male","041","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5085",,
"2018-3631-17/01/2020","01",1,"SA","Motor Cars - Sedan","2004","South East","Female","052","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5163",,
"2018-3631-17/01/2020","02",0,"SA","Motor Cars - Sedan","2006","South East","Male","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5162",,
"2018-3632-17/01/2020","01",0,"SA","Motor Cars - Sedan","2005","South","Male","059","SA","HCR ","Full","Not Towing","Stopped on Carriageway","001","5244",,
"2018-3632-17/01/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-3632-17/01/2020","03",0,"SA","Motor Cars - Sedan","2003","South","Male","043","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5063",,
"2018-3633-17/01/2020","01",0,"SA","Motor Cars - Sedan","2005","South",,,,,,"Not Towing","Parked","000",,,
"2018-3633-17/01/2020","02",0,"SA","OMNIBUS","2006","South","Male","064","SA","HR","Full","Not Towing","Straight Ahead","001","5114",,
"2018-3634-17/01/2020","01",0,"SA","Station Wagon","2007","South West","Male","045","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5045",,
"2018-3634-17/01/2020","02",1,"SA","Motor Cars - Sedan","2014","South East","Female","070","SA","C ","Full","Not Towing","Straight Ahead","001","5244",,
"2018-3634-17/01/2020","03",0,"SA","Motor Cars - Sedan","2016","South East","Female","059","SA","C ","Full","Not Towing","Straight Ahead","001","XXXX",,
"2018-3634-17/01/2020","04",0,"SA","Station Wagon","2009","South East","Male","041","SA","C ","Full","Not Towing","Straight Ahead","001","5038",,
"2018-3635-17/01/2020","01",0,"SA","Motor Cars - Sedan","2015","North","Female","021","UNKNOWN","C ","Full","Not Towing","Leaving Private Driveway","002","5082",,
"2018-3635-17/01/2020","02",1,"SA","Motor Cycle","2000","West","Male","050","SA","HCR ","Full","Not Towing","Straight Ahead","001","5162",,
"2018-3636-17/01/2020","01",0,"SA","OMNIBUS","2002","North East","Male","072","SA","HC","Full","Not Towing","Straight Ahead","001","5118",,
"2018-3636-17/01/2020","02",0,"SA","Motor Cars - Sedan","2012","North East",,,,,,"Unknown","Parked","000",,,
"2018-3637-17/01/2020","01",1,"SA","Motor Cars - Sedan","2004","South East","Male","021","SA","C ","Learners","Not Towing","Right Turn","002","5112",,
"2018-3637-17/01/2020","02",0,"SA","Utility","2001","North West","Male","058","SA","C ","Full","Not Towing","Straight Ahead","001","5117",,
"2018-3638-17/01/2020","01",0,"SA","Panel Van","2016","North","Male","040","SA","C ","Full","Not Towing","Straight Ahead","001","5012",,
"2018-3638-17/01/2020","02",0,"SA","OMNIBUS","2012","North","Male","040","SA","HR","Full","Not Towing","Straight Ahead","020","5116",,
"2018-3639-17/01/2020","01",0,"SA","OMNIBUS","2011","South","Male","052","SA","HR","Full","Not Towing","Stopped on Carriageway","004","XXXX",,
"2018-3639-17/01/2020","02",0,"QLD","Motor Cars - Sedan","1991","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-3640-17/01/2020","01",0,"SA","Motor Cycle","2012","North East",,,,,,"Not Towing","Parked","000",,,
"2018-3640-17/01/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-3641-17/01/2020","01",0,"SA","Motor Cars - Sedan","2001","North","Female","054","SA","C ","Full","Not Towing","Entering Private Driveway","001","XXXX",,
"2018-3641-17/01/2020","02",0,"SA","Motor Cars - Sedan","2011","North","Male","036","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5700",,
"2018-3642-17/01/2020","01",0,"SA","Utility","2015","South","Male","XXX","SA","C ","Full","Not Towing","Straight Ahead","002","5062",,
"2018-3642-17/01/2020","02",0,"SA","Utility","1993","West","Female","070","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5291",,
"2018-3643-17/01/2020","01",2,"SA","Motor Cars - Sedan","1999","North East","Male","XXX","SA","C ","Full","Not Towing","Straight Ahead","002","5259",,
"2018-3643-17/01/2020","02",0,"SA","Motor Cars - Sedan","2008","North East","Male","018","SA","C ","Provisional 2","Not Towing","Parked","001","5201",,
"2018-3644-17/01/2020","01",0,"SA","Motor Cars - Sedan","2014","North","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Right Turn","001","XXXX","Y",
"2018-3644-17/01/2020","02",0,,"Tree",,,,,,,,,,,,,
"2018-3645-17/01/2020","01",0,"SA","Station Wagon","2006","North West",,,,,,"Not Towing","Parked","000",,,
"2018-3645-17/01/2020","02",0,"SA","Motor Cycle","2014","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2018-3646-17/01/2020","01",0,"SA","Utility","2008","North West","Male","026","SA","C ","Full","Not Towing","Leaving Private Driveway","002","5038",,
"2018-3646-17/01/2020","02",1,"SA","Motor Cycle","2013","South West","Male","046","SA","MRR ","Full","Not Towing","Straight Ahead","001","5000",,
"2018-3647-17/01/2020","01",0,"SA","Station Wagon","2004","West","Male","047","SA","C ","Full","Not Towing","Right Turn","001","5044",,
"2018-3647-17/01/2020","02",1,,"Pedal Cycle",,"South","Male","051",,,,,"Straight Ahead","001","5031",,
"2018-3648-17/01/2020","01",0,"SA","Station Wagon","2015","North East","Female","038","SA","C ","Full","Not Towing","Right Turn","001","5081",,
"2018-3648-17/01/2020","02",0,"SA","Motor Cars - Sedan","2008","South West","Female","048","SA","C ","Full","Not Towing","Straight Ahead","001","5127",,
"2018-3649-17/01/2020","01",1,"SA","Motor Cycle","2006","West","Male","032","SA","R ","Full","Not Towing","Straight Ahead","001","5086",,
"2018-3649-17/01/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-3650-17/01/2020","01",0,"SA","SEMI TRAILER","2014","East","Male","055","SA","MCR ","Full","Trailer","Parking - Parallel","001","5162",,
"2018-3650-17/01/2020","02",0,"SA","Motor Cars - Sedan","2012","West",,,,,,"Not Towing","Parked","000",,,
"2018-3651-17/01/2020","01",1,"SA","Station Wagon","2011","North East","Male","036","SA","C ","Full","Not Towing","Right Turn","001","5011",,
"2018-3651-17/01/2020","02",1,"SA","Station Wagon","1999","South East","Male","050","SA","MRR ","Full","Not Towing","Straight Ahead","001","5010",,
"2018-3652-17/01/2020","01",0,"SA","Motor Cars - Sedan","2006","East","Male","047","SA","C ","Full","Not Towing","Right Turn","002","5083",,
"2018-3652-17/01/2020","02",0,"SA","Motor Cars - Sedan","2012","West","Male","025","SA","C ","Full","Not Towing","Straight Ahead","001","5086",,
"2018-3653-17/01/2020","01",0,"SA","Motor Cars - Sedan","2008","West","Female","024","SA","C ","Full","Not Towing","Straight Ahead","001","5174",,
"2018-3653-17/01/2020","02",0,"NT","Motor Vehicle - Type Unknown","XXXX","West","Male","041","UNKNOWN","XX","Unknown","Not Towing","Stopped on Carriageway","004","5034",,
"2018-3653-17/01/2020","03",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Stopped on Carriageway","001","XXXX",,
"2018-3654-17/01/2020","01",0,"SA","Motor Cars - Sedan","1994","North East","Female","042","SA","C ","Full","Not Towing","Straight Ahead","002","5109",,
"2018-3654-17/01/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-3655-17/01/2020","01",1,,"Pedal Cycle",,"South West","Male","062",,,,,"Straight Ahead","001","5067",,
"2018-3655-17/01/2020","02",0,"SA","Light Truck LT 4.5T","2014","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5067",,
"2018-3656-17/01/2020","01",0,"SA","Station Wagon","2012","North East","Male","XXX","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5113",,
"2018-3656-17/01/2020","02",0,"SA","Motor Cars - Sedan","2008","North East","Male","033","SA","HR","Full","Not Towing","Straight Ahead","001","5112",,
"2018-3657-17/01/2020","01",1,,"Pedal Cycle",,"South","Male","046",,,,,"Straight Ahead","001","5081",,
